id,Station ID,area,perimeter,CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,B19013001,calculated areas
"0","1",15164894.247381,14925.757219,"2.01","1",Manhattan,"000201","1000201",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000201","4103",4754.49524739000,972312.14035500004,"45582",80134.048
"0","1",15164894.247381,14925.757219,"6","1",Manhattan,"000600","1000600",,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061000600","4103",6976.28621477000,2582705.15745999990,"25655",239228.356
"0","1",15164894.247381,14925.757219,"14.01","1",Manhattan,"001401","1001401",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001401","4103",5075.33199978000,1006116.58429000003,"89873",93472.101
"0","1",15164894.247381,14925.757219,"14.02","1",Manhattan,"001402","1001402",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001402","4103",4459.15601870000,1226206.24719000002,"46615",113919.298
"0","1",15164894.247381,14925.757219,"18","1",Manhattan,"001800","1001800",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001800","4103",6391.92117449000,2399276.86434999993,"74485",154993.374
"0","1",15164894.247381,14925.757219,"22.01","1",Manhattan,"002201","1002201",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002201","4103",5779.06260724000,1740173.87581000011,"35700",142002.643
"0","1",15164894.247381,14925.757219,"26.01","1",Manhattan,"002601","1002601",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002601","4103",4521.25106638000,1141217.52722999989,"35625",10847.394
"0","1",15164894.247381,14925.757219,"32","1",Manhattan,"003200","1003200",,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003200","4103",6358.43545384000,2335526.62183000008,"88070",62662.936
"0","1",15164894.247381,14925.757219,"33","1",Manhattan,"003300","1003300",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003300","4121",8170.75642439000,3677727.61843999987,"250001",3277.578
"0","1",15164894.247381,14925.757219,"36.01","1",Manhattan,"003601","1003601",,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003601","4103",4201.29530909000,1082296.16558000003,"55714",5563.328
"0","1",15164894.247381,14925.757219,"37","1",Manhattan,"003700","1003700",,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061003700","4121",11701.60794320000,4116364.29736000020,"246250",248975.775
"0","1",15164894.247381,14925.757219,"39","1",Manhattan,"003900","1003900",,Tribeca-Civic Center,MN0102,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061003900","4121",12700.42461980000,3571006.25669000018,"190588",102337.790
"0","1",15164894.247381,14925.757219,"70.01","1",Manhattan,"007001","1007001",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007001","4165",4116.82326197000,967528.06360899995,"153902",73489.217
"0","1",15164894.247381,14925.757219,"70.02","1",Manhattan,"007002","1007002",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007002","4165",4036.36952209000,941181.26639400003,"143183",86187.002
"0","1",15164894.247381,14925.757219,"72","1",Manhattan,"007200","1007200",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007200","4165",5722.94380674000,1877428.79582000012,"139577",29981.525
"0","1",15164894.247381,14925.757219,"78","1",Manhattan,"007800","1007800",,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061007800","4165",5546.86738568000,1912109.89721000008,"149915",31249.250
"0","1",15164894.247381,14925.757219,"87","1",Manhattan,"008700","1008700",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008700","4104",5579.48038550000,1780834.06535000005,"136620",476.525
"0","1",15164894.247381,14925.757219,"89","1",Manhattan,"008900","1008900",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061008900","4104",5578.14059054000,1782674.05104999989,"95355",9894.458
"0","1",15164894.247381,14925.757219,"91","1",Manhattan,"009100","1009100",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009100","4104",5743.39332012000,1927040.12601000001,"188867",4202.678
"0","1",15164894.247381,14925.757219,"93","1",Manhattan,"009300","1009300",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009300","4104",5740.25895778000,1929422.57462000009,"94441",100731.603
"0","1",15164894.247381,14925.757219,"97","1",Manhattan,"009700","1009700",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009700","4104",5655.10995589000,1860581.09400999988,"67218",34544.269
"0","1",15164894.247381,14925.757219,"99.02","1",Manhattan,"009902","1009902",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009902","4104",8383.89303694000,2006894.84251999995,"148706",366.305
"0","1",15164894.247381,14925.757219,"108.02","1",Manhattan,"010802","1010802",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061010802","4165",3142.73680616000,617743.75491300004,"131171",1612.646
"0","1",15164894.247381,14925.757219,"121.02","1",Manhattan,"012102","1012102",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012102","4104",3933.96052052000,959890.05928900000,"54735",18.090
"0","1",15164894.247381,14925.757219,"122","1",Manhattan,"012200","1012200",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012200","4108",5683.16743346000,1857829.44402999990,"231016",20477.202
"0","1",15164894.247381,14925.757219,"127","1",Manhattan,"012700","1012700",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012700","4104",5682.36124648000,1872371.15965000005,"145488",56801.645
"0","1",15164894.247381,14925.757219,"130","1",Manhattan,"013000","1013000",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013000","4108",5807.97295431000,1918144.60556999990,"191016",88981.167
"0","1",15164894.247381,14925.757219,"132.02","1",Manhattan,"013202","1013202",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013202","4108",3431.47781008000,727876.70494500000,"80132",425.928
"0","1",15164894.247381,14925.757219,"133","1",Manhattan,"013300","1013300",,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061013300","4104",5684.39575861000,1876670.07208000007,"111223",85622.233
"0","1",15164894.247381,14925.757219,"150.01","1",Manhattan,"015001","1015001",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015001","4108",3124.39323032000,556354.46036300005,"191719",12669.723
"0","1",15164894.247381,14925.757219,"150.02","1",Manhattan,"015002","1015002",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015002","4108",4689.90619108000,1352304.14647000004,"250001",75004.179
"0","1",15164894.247381,14925.757219,"151.01","1",Manhattan,"015101","1015101",,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015101","4107",4418.89071022000,1179802.65733999992,"28191",0.849
"0","1",15164894.247381,14925.757219,"158.01","1",Manhattan,"015801","1015801",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061015801","4108",4692.93188472000,1353075.76215999993,"159712",3421.691
"0","1",15164894.247381,14925.757219,"160.01","1",Manhattan,"016001","1016001",,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061016001","4108",4702.17377716000,1352632.29777999991,"250001",73924.726
"0","1",15164894.247381,14925.757219,"161","1",Manhattan,"016100","1016100",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016100","4107",5716.22543542000,1677359.66531000007,"132396",16834.122
"0","1",15164894.247381,14925.757219,"162","1",Manhattan,"016200","1016200",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016200","4111",10087.78634410000,2927429.50858000014,"26520",58052.567
"0","1",15164894.247381,14925.757219,"165","1",Manhattan,"016500","1016500",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016500","4107",6286.35561079000,2199114.59964000015,"211888",162340.973
"0","1",15164894.247381,14925.757219,"166","1",Manhattan,"016600","1016600",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016600","4111",5724.30052448000,1871913.93571999995,"44643",56121.489
"0","1",15164894.247381,14925.757219,"169","1",Manhattan,"016900","1016900",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061016900","4107",5751.66165621000,1937087.87968000001,"163500",179963.679
"0","1",15164894.247381,14925.757219,"170","1",Manhattan,"017000","1017000",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017000","4111",5617.78174999000,1969157.88721000007,"42261",129788.214
"0","1",15164894.247381,14925.757219,"171","1",Manhattan,"017100","1017100",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017100","4107",6578.84264098000,2262383.01447999990,"173490",157042.602
"0","1",15164894.247381,14925.757219,"172","1",Manhattan,"017200","1017200",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017200","4111",5797.26396924000,1912754.75564999995,"31068",177703.084
"0","1",15164894.247381,14925.757219,"173","1",Manhattan,"017300","1017300",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017300","4107",5735.89530142000,1921881.19268000009,"122287",128925.972
"0","1",15164894.247381,14925.757219,"174.01","1",Manhattan,"017401","1017401",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017401","4111",4175.33030196000,1086203.70932999998,"37990",100912.966
"0","1",15164894.247381,14925.757219,"174.02","1",Manhattan,"017402","1017402",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017402","4111",3109.68354092000,547579.12672599999,"65391",50872.444
"0","1",15164894.247381,14925.757219,"175","1",Manhattan,"017500","1017500",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017500","4107",6483.80365379000,2318094.02316999994,"171250",19332.014
"0","1",15164894.247381,14925.757219,"177","1",Manhattan,"017700","1017700",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017700","4107",5688.50157024000,1878929.74707999988,"103065",26847.073
"0","1",15164894.247381,14925.757219,"180","1",Manhattan,"018000","1018000",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018000","4111",6055.91400604000,2287541.25700999983,"26321",212522.355
"0","1",15164894.247381,14925.757219,"181","1",Manhattan,"018100","1018100",,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061018100","4107",5253.87795421000,1489902.89326999988,"108315",183.878
"0","1",15164894.247381,14925.757219,"184","1",Manhattan,"018400","1018400",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018400","4111",5771.87402807000,1903568.41941999993,"34279",141097.314
"0","1",15164894.247381,14925.757219,"186","1",Manhattan,"018600","1018600",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061018600","4110",4621.74084376000,1311722.33119999990,"45221",121864.627
"0","1",15164894.247381,14925.757219,"187","1",Manhattan,"018700","1018700",,Upper West Side-Manhattan Valley,MN0703,MN07,MN07 Upper West Side (CD 7 Approximation),"36061018700","4107",6534.41136082000,2323892.25423000008,"135716",987.619
"0","1",15164894.247381,14925.757219,"193","1",Manhattan,"019300","1019300",,Upper West Side-Manhattan Valley,MN0703,MN07,MN07 Upper West Side (CD 7 Approximation),"36061019300","4107",5716.00494440000,1892879.10541999992,"72865",175856.589
"0","1",15164894.247381,14925.757219,"197.02","1",Manhattan,"019702","1019702",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061019702","4110",3204.62116985000,509562.33031100000,"97981",47340.529
"0","1",15164894.247381,14925.757219,"199","1",Manhattan,"019900","1019900",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061019900","4109",6655.70797590000,2406577.22288999986,"95313",157927.167
"0","1",15164894.247381,14925.757219,"205","1",Manhattan,"020500","1020500",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020500","4109",7148.86462368000,2977095.90413000016,"209667",162276.632
"0","1",15164894.247381,14925.757219,"207.01","1",Manhattan,"020701","1020701",,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020701","4109",2984.71727731000,508167.88820400002,"69800",15279.095
"0","1",15164894.247381,14925.757219,"213.03","1",Manhattan,"021303","1021303",,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061021303","4109",7255.90349988000,1643103.36976999999,"59413",14563.828
"0","1",15164894.247381,14925.757219,"216","1",Manhattan,"021600","1021600",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061021600","4110",5689.08062719000,1864443.26600000006,"59784",173214.779
"0","1",15164894.247381,14925.757219,"218","1",Manhattan,"021800","1021800",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061021800","4110",5775.54814549000,1958684.88773000007,"42500",138953.258
"0","1",15164894.247381,14925.757219,"220","1",Manhattan,"022000","1022000",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061022000","4110",5691.51581119000,1882647.55466999998,"89756",43418.654
"0","1",15164894.247381,14925.757219,"221.02","1",Manhattan,"022102","1022102",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061022102","4110",4893.83957917000,1065533.64290000009,"92375",50767.784
"0","1",15164894.247381,14925.757219,"222","1",Manhattan,"022200","1022200",,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061022200","4110",5772.83230285000,1953119.68039000011,"56705",1221.633
"0","1",15164894.247381,14925.757219,"223.01","1",Manhattan,"022301","1022301",,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022301","4109",8733.01480272000,2058402.29328000010,"53900",172924.405
"0","1",15164894.247381,14925.757219,"225","1",Manhattan,"022500","1022500",,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022500","4109",7396.99274354000,2807019.54711000016,"62782",198278.482
"0","1",15164894.247381,14925.757219,"231","1",Manhattan,"023100","1023100",,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061023100","4109",5606.71317811000,1962707.27007999993,"64594",182344.029
"0","1",15164894.247381,14925.757219,"234","1",Manhattan,"023400","1023400",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023400","4110",5671.30995301000,1167006.62519000005,"71250",108419.980
"0","1",15164894.247381,14925.757219,"235.02","1",Manhattan,"023502","1023502",,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023502","4110",3399.58440965000,447807.85508100002,"42267",41603.296
"0","1",15164894.247381,14925.757219,"243.01","1",Manhattan,"024301","1024301",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024301","4112",4737.70166378000,1129820.01224999991,"72576",5367.464
"0","1",15164894.247381,14925.757219,"255","1",Manhattan,"025500","1025500",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061025500","4112",10781.38140670000,4718124.84312999994,"64761",1150.687
"0","1",15164894.247381,14925.757219,"267","1",Manhattan,"026700","1026700",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026700","4112",3868.79308853000,519544.63423800003,"61667",48250.194
"0","1",15164894.247381,14925.757219,"269","1",Manhattan,"026900","1026900",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026900","4112",6017.03663476000,1889655.54983999999,"65743",94603.245
"0","1",15164894.247381,14925.757219,"271","1",Manhattan,"027100","1027100",,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027100","4112",6484.39184968000,2075200.78391000000,"81890",5369.732
"0","1",15164894.247381,14925.757219,"295","1",Manhattan,"029500","1029500",,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029500","4112",5236.02362895000,1459956.20925000007,"78209",697.035
"0","1",15164894.247381,14925.757219,"23","2",Bronx,"002300","2002300",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002300","4221",4717.34230537000,1126745.17996999994,"19743",104679.485
"0","1",15164894.247381,14925.757219,"25","2",Bronx,"002500","2002500",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002500","4221",5019.28198497000,1372151.25720999995,"27378",127478.761
"0","1",15164894.247381,14925.757219,"27.01","2",Bronx,"002701","2002701",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002701","4221",4100.51370609000,875817.56043900002,"21427",81367.219
"0","1",15164894.247381,14925.757219,"27.02","2",Bronx,"002702","2002702",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002702","4221",6087.90048070000,1677797.98907999997,"29206",155766.601
"0","1",15164894.247381,14925.757219,"39","2",Bronx,"003900","2003900",,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003900","4221",7427.77773285000,2326464.74674999993,"20640",148503.049
"0","1",15164894.247381,14925.757219,"40.01","2",Bronx,"004001","2004001",,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004001","4209",4916.71564064000,1325276.21781000006,"70536",102293.694
"0","1",15164894.247381,14925.757219,"42","2",Bronx,"004200","2004200",,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004200","4209",10388.26725310000,5209131.53278999962,"52423",10455.088
"0","1",15164894.247381,14925.757219,"44","2",Bronx,"004400","2004400",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004400","4209",8648.84096843000,2870570.35980000021,"17319",215063.050
"0","1",15164894.247381,14925.757219,"46","2",Bronx,"004600","2004600",,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004600","4209",5344.87564346000,1435084.95727999997,"17083",6898.313
"0","1",15164894.247381,14925.757219,"48","2",Bronx,"004800","2004800",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004800","4209",5435.96613838000,1600408.89595000003,"34436",148684.939
"0","1",15164894.247381,14925.757219,"50.01","2",Bronx,"005001","2005001",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005001","4209",4206.12179565000,1053604.26778999995,"34087",97884.411
"0","1",15164894.247381,14925.757219,"50.02","2",Bronx,"005002","2005002",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005002","4209",4539.78999066000,1226231.42461999995,"36598",113922.227
"0","1",15164894.247381,14925.757219,"54","2",Bronx,"005400","2005400",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005400","4209",6397.43689409000,2133456.89397000009,"48750",198207.421
"0","1",15164894.247381,14925.757219,"64","2",Bronx,"006400","2006400",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005006400","4209",5746.67746943000,1799541.05346999993,"24730",165202.824
"0","1",15164894.247381,14925.757219,"65","2",Bronx,"006500","2006500",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005006500","4221",9811.63837771000,2816010.81172000011,"22985",7955.739
"0","1",15164894.247381,14925.757219,"68","2",Bronx,"006800","2006800",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005006800","4209",5589.02760859000,1674049.11606999999,"29844",155526.439
"0","1",15164894.247381,14925.757219,"70","2",Bronx,"007000","2007000",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007000","4209",6251.69253064000,2207823.35061000008,"57905",205116.388
"0","1",15164894.247381,14925.757219,"72","2",Bronx,"007200","2007200",,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007200","4209",7438.84795617000,2283208.28335999977,"63449",212119.979
"0","1",15164894.247381,14925.757219,"76","2",Bronx,"007600","2007600",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007600","4209",6696.96571114000,2343060.64845999982,"53784",217680.529
"0","1",15164894.247381,14925.757219,"79","2",Bronx,"007900","2007900",,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007900","4221",7474.50243197000,2126625.73325000005,"34604",2625.433
"0","1",15164894.247381,14925.757219,"85","2",Bronx,"008500","2008500",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008500","4221",6463.49910239000,1966131.48221999989,"34543",10815.535
"0","1",15164894.247381,14925.757219,"87","2",Bronx,"008700","2008700",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008700","4221",6953.98445711000,2302753.25282000005,"36402",15097.593
"0","1",15164894.247381,14925.757219,"92","2",Bronx,"009200","2009200",,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005009200","4209",9231.80088386000,3334997.93093999987,"56208",309835.816
"0","1",15164894.247381,14925.757219,"125","2",Bronx,"012500","2012500",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005012500","4263",5707.51688254000,1828803.45513999998,"51875",750.687
"0","1",15164894.247381,14925.757219,"129.01","2",Bronx,"012901","2012901",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005012901","4221",7111.85698351000,1682640.15681999992,"40575",509.678
"0","1",15164894.247381,14925.757219,"131","2",Bronx,"013100","2013100",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005013100","4221",6532.97313075000,2477239.18702000007,"17410",2713.193
"0","1",15164894.247381,14925.757219,"133","2",Bronx,"013300","2013300",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005013300","4263",5723.84989947000,1734820.29150000005,"34055",126146.516
"0","1",15164894.247381,14925.757219,"135","2",Bronx,"013500","2013500",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005013500","4263",6997.16912518000,1807152.91519000009,"27602",26587.585
"0","1",15164894.247381,14925.757219,"149","2",Bronx,"014900","2014900",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005014900","4263",5912.24817584000,1677784.80899999989,"41311",1291.489
"0","1",15164894.247381,14925.757219,"153","2",Bronx,"015300","2015300",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015300","4263",7313.93621682000,2522690.15332000004,"38862",225184.946
"0","1",15164894.247381,14925.757219,"175","2",Bronx,"017500","2017500",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017500","4204",5723.65400571000,1631792.14090000000,"26463",122889.068
"0","1",15164894.247381,14925.757219,"179.01","2",Bronx,"017901","2017901",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017901","4204",3668.11664666000,825937.07461600006,"47035",43325.513
"0","1",15164894.247381,14925.757219,"179.02","2",Bronx,"017902","2017902",,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017902","4204",3696.53392974000,827548.28744099999,"41475",1408.459
"0","1",15164894.247381,14925.757219,"181.02","2",Bronx,"018102","2018102",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018102","4204",4351.40803114000,1040364.56018000003,"33950",90516.101
"0","1",15164894.247381,14925.757219,"183.02","2",Bronx,"018302","2018302",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018302","4204",4627.75120226000,1208595.54425000004,"72540",33012.036
"0","1",15164894.247381,14925.757219,"184","2",Bronx,"018400","2018400",,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005018400","4210",9097.85650266000,4814309.56575999968,"117819",31047.477
"0","1",15164894.247381,14925.757219,"197","2",Bronx,"019700","2019700",,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005019700","4204",5397.63791863000,1592663.29435000010,"34871",8535.255
"0","1",15164894.247381,14925.757219,"202","2",Bronx,"020200","2020200",,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005020200","4210",4746.74173249000,1343331.03343999991,"53651",124801.304
"0","1",15164894.247381,14925.757219,"204","2",Bronx,"020400","2020400",,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005020400","4210",4796.30945383000,1447956.02327000001,"59138",114294.025
"0","1",15164894.247381,14925.757219,"206.01","2",Bronx,"020601","2020601",,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005020601","4210",5642.62842186000,1629908.82089999993,"55648",151425.626
"0","1",15164894.247381,14925.757219,"210.02","2",Bronx,"021002","2021002",,Parkchester,BX0904,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021002","4209",6132.27981962000,1867344.60272999993,"71397",155153.865
"0","1",15164894.247381,14925.757219,"213.01","2",Bronx,"021301","2021301",,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021301","4205",3825.33381238000,660910.22652999999,"34470",23802.935
