Station ID,Complex ID,GTFS Stop,Division,Line,Stop Name,Borough,Daytime Ro,Structure,GTFS Latit,GTFS Longi,North Dire,South Dire,ADA,ADA Notes
"95","95",J30,BMT,Jamaica,Gates Av,Bk,J Z,Elevated,40.689630000000001,-73.922269999999997,Jamaica,Manhattan,"0",
"96","96",J31,BMT,Jamaica,Kosciuszko St,Bk,J,Elevated,40.693342000000001,-73.928814000000003,Jamaica,Manhattan,"0",
"97","97",M11,BMT,Jamaica,Myrtle Av,Bk,J M Z,Elevated,40.697206999999999,-73.935657000000006,Jamaica - Middle Village,Manhattan,"0",
"98","98",M12,BMT,Jamaica,Flushing Av,Bk,J M,Elevated,40.700260000000000,-73.941125999999997,Jamaica - Middle Village,Manhattan,"1",
"99","99",M13,BMT,Jamaica,Lorimer St,Bk,J M,Elevated,40.703868999999997,-73.947407999999996,Jamaica - Middle Village,Manhattan,"0",
"100","100",M14,BMT,Jamaica,Hewes St,Bk,J M,Elevated,40.706870000000002,-73.953430999999995,Jamaica - Middle Village,Manhattan,"0",
"101","101",M16,BMT,Jamaica,Marcy Av,Bk,J M Z,Elevated,40.708359000000002,-73.957757000000001,Jamaica - Middle Village,Manhattan,"1",
"102","625",M18,BMT,Jamaica,Delancey St-Essex St,M,J M Z,Subway,40.718314999999997,-73.987437000000000,Brooklyn,Broad St (JZ) - Uptown (M),"0",
"103","103",M19,BMT,Jamaica,Bowery,M,J Z,Subway,40.720280000000002,-73.993915000000001,Brooklyn,Broad St,"0",
"104","623",M20,BMT,Jamaica,Canal St,M,J Z,Subway,40.718091999999999,-73.999892000000003,Brooklyn,Broad St,"0",
"105","622",M21,BMT,Jamaica,Chambers St,M,J Z,Subway,40.713242999999999,-74.003400999999997,Brooklyn,Broad St,"1",
"106","628",M22,BMT,Jamaica,Fulton St,M,J Z,Subway,40.710374000000002,-74.007581999999999,Brooklyn,Broad St,"1",
"107","107",M23,BMT,Jamaica,Broad St,M,J Z,Subway,40.706476000000002,-74.011055999999996,Brooklyn,,"0",
"108","108",M01,BMT,Myrtle Av,Middle Village-Metropolitan Av,Q,M,Elevated,40.711396000000001,-73.889600999999999,Manhattan,,"1",
"109","109",M04,BMT,Myrtle Av,Fresh Pond Rd,Q,M,Elevated,40.706186000000002,-73.895876999999999,Manhattan,Metropolitan Av,"0",
"110","110",M05,BMT,Myrtle Av,Forest Av,Q,M,Elevated,40.704422999999998,-73.903076999999996,Manhattan,Metropolitan Av,"0",
"111","111",M06,BMT,Myrtle Av,Seneca Av,Q,M,Elevated,40.702762000000000,-73.907740000000004,Manhattan,Metropolitan Av,"0",
"112","630",M08,BMT,Myrtle Av,Myrtle-Wyckoff Avs,Bk,M,Elevated,40.699430000000000,-73.912385000000000,Manhattan,Metropolitan Av,"1",
"113","113",M09,BMT,Myrtle Av,Knickerbocker Av,Bk,M,Elevated,40.698664000000001,-73.919711000000007,Manhattan,Metropolitan Av,"0",
"114","114",M10,BMT,Myrtle Av,Central Av,Bk,M,Elevated,40.697856999999999,-73.927396999999999,Manhattan,Metropolitan Av,"0",
"115","618",L01,BMT,Canarsie,8 Av,M,L,Subway,40.739776999999997,-74.002578000000000,,Brooklyn,"1",
"116","601",L02,BMT,Canarsie,6 Av,M,L,Subway,40.737335000000002,-73.996786000000000,8 Av,Brooklyn,"0",
"117","602",L03,BMT,Canarsie,14 St-Union Sq.,M,L,Subway,40.734788999999999,-73.990729999999999,8 Av,Brooklyn,"1",
"118","118",L05,BMT,Canarsie,3 Av,M,L,Subway,40.732849000000002,-73.986121999999995,8 Av,Brooklyn,"0",
"119","119",L06,BMT,Canarsie,1 Av,M,L,Subway,40.730953000000000,-73.981628000000001,8 Av,Brooklyn,"1",
"120","120",L08,BMT,Canarsie,Bedford Av,Bk,L,Subway,40.717303999999999,-73.956872000000004,Manhattan,Canarsie - Rockaway Parkway,"1",
"121","629",L10,BMT,Canarsie,Lorimer St,Bk,L,Subway,40.714063000000003,-73.950275000000005,Manhattan,Canarsie - Rockaway Parkway,"0",
"122","122",L11,BMT,Canarsie,Graham Av,Bk,L,Subway,40.714565000000000,-73.944052999999997,Manhattan,Canarsie - Rockaway Parkway,"0",
"123","123",L12,BMT,Canarsie,Grand St,Bk,L,Subway,40.711925999999998,-73.940669999999997,Manhattan,Canarsie - Rockaway Parkway,"0",
"124","124",L13,BMT,Canarsie,Montrose Av,Bk,L,Subway,40.707738999999997,-73.939850000000007,Manhattan,Canarsie - Rockaway Parkway,"0",
"125","125",L14,BMT,Canarsie,Morgan Av,Bk,L,Subway,40.706152000000003,-73.933147000000005,Manhattan,Canarsie - Rockaway Parkway,"0",
"126","126",L15,BMT,Canarsie,Jefferson St,Bk,L,Subway,40.706606999999998,-73.922912999999994,Manhattan,Canarsie - Rockaway Parkway,"0",
"127","127",L16,BMT,Canarsie,DeKalb Av,Bk,L,Subway,40.703811000000002,-73.918424999999999,Manhattan,Canarsie - Rockaway Parkway,"0",
"128","630",L17,BMT,Canarsie,Myrtle-Wyckoff Avs,Bk,L,Subway,40.699814000000003,-73.911586000000000,Manhattan,Canarsie - Rockaway Parkway,"1",
"129","129",L19,BMT,Canarsie,Halsey St,Q,L,Subway,40.695602000000001,-73.904083999999997,Manhattan,Canarsie - Rockaway Parkway,"0",
"130","130",L20,BMT,Canarsie,Wilson Av,Bk,L,Subway,40.688763999999999,-73.904045999999994,Manhattan,Canarsie - Rockaway Parkway,"2",Manhattan-bound only
"131","131",L21,BMT,Canarsie,Bushwick Av-Aberdeen St,Bk,L,Subway,40.682828999999998,-73.905248999999998,Manhattan,Canarsie - Rockaway Parkway,"0",
"132","621",L22,BMT,Canarsie,Broadway Junction,Bk,L,Elevated,40.678856000000003,-73.903239999999997,Manhattan,Canarsie - Rockaway Parkway,"0",
"133","133",L24,BMT,Canarsie,Atlantic Av,Bk,L,Elevated,40.675345000000000,-73.903097000000002,Manhattan,Canarsie - Rockaway Parkway,"0",
"134","134",L25,BMT,Canarsie,Sutter Av,Bk,L,Elevated,40.669367000000001,-73.901974999999993,Manhattan,Canarsie - Rockaway Parkway,"0",
"135","135",L26,BMT,Canarsie,Livonia Av,Bk,L,Elevated,40.664037999999998,-73.900570999999999,Manhattan,Canarsie - Rockaway Parkway,"0",
"136","136",L27,BMT,Canarsie,New Lots Av,Bk,L,Elevated,40.658732999999998,-73.899231999999998,Manhattan,Canarsie - Rockaway Parkway,"0",
"137","137",L28,BMT,Canarsie,East 105 St,Bk,L,At Grade,40.650573000000001,-73.899484999999999,Manhattan,Canarsie - Rockaway Parkway,"0",
"138","138",L29,BMT,Canarsie,Canarsie-Rockaway Pkwy,Bk,L,At Grade,40.646653999999998,-73.901849999999996,Manhattan,,"1",
"139","627",S01,BMT,Franklin Shuttle,Franklin Av,Bk,S,Elevated,40.680596000000001,-73.955826999999999,,Prospect Park,"1",
"141","141",S03,BMT,Franklin Shuttle,Park Pl,Bk,S,Open Cut,40.674771999999997,-73.957623999999996,Franklin Av,Prospect Park,"1",
"142","626",S04,BMT,Franklin Shuttle,Botanic Garden,Bk,S,Open Cut,40.670343000000003,-73.959244999999996,Franklin Av,Prospect Park,"0",
"143","143",A02,IND,8th Av - Fulton St,Inwood-207 St,M,A,Subway,40.868071999999998,-73.919899000000001,,Downtown & Brooklyn,"1",
"144","144",A03,IND,8th Av - Fulton St,Dyckman St,M,A,Subway,40.865490999999999,-73.927271000000005,207 St,Downtown & Brooklyn,"0",
"145","145",A05,IND,8th Av - Fulton St,190 St,M,A,Subway,40.859022000000003,-73.934179999999998,207 St,Downtown & Brooklyn,"0",
"146","146",A06,IND,8th Av - Fulton St,181 St,M,A,Subway,40.851694999999999,-73.937968999999995,207 St,Downtown & Brooklyn,"0",
"147","147",A07,IND,8th Av - Fulton St,175 St,M,A,Subway,40.847391000000002,-73.939704000000006,207 St,Downtown & Brooklyn,"1",
"148","605",A09,IND,8th Av - Fulton St,168 St,M,A C,Subway,40.840719000000000,-73.939560999999998,207 St,Downtown & Brooklyn,"1",
"149","149",A10,IND,8th Av - Fulton St,163 St-Amsterdam Av,M,C,Subway,40.836013000000001,-73.939892000000000,Uptown,Downtown & Brooklyn,"0",
"150","150",A11,IND,8th Av - Fulton St,155 St,M,C,Subway,40.830517999999998,-73.941513999999998,Uptown,Downtown & Brooklyn,"0",
"151","151",A12,IND,8th Av - Fulton St,145 St,M,A C,Subway,40.824782999999996,-73.944215999999997,Uptown & The Bronx,Downtown & Brooklyn,"0",
"151","151",D13,IND,Concourse,145 St,M,B D,Subway,40.824782999999996,-73.944215999999997,Uptown & The Bronx,Downtown & Brooklyn,"0",
"152","152",A14,IND,8th Av - Fulton St,135 St,M,B C,Subway,40.817894000000003,-73.947648999999998,Uptown & The Bronx,Downtown & Brooklyn,"0",
"153","153",A15,IND,8th Av - Fulton St,125 St,M,A B C D,Subway,40.811109000000002,-73.952342999999999,Uptown & The Bronx,Downtown & Brooklyn,"1",
"154","154",A16,IND,8th Av - Fulton St,116 St,M,B C,Subway,40.805084999999998,-73.954881999999998,Uptown & The Bronx,Downtown & Brooklyn,"0",
"155","155",A17,IND,8th Av - Fulton St,Cathedral Pkwy (110 St),M,B C,Subway,40.800603000000002,-73.958161000000004,Uptown & The Bronx,Downtown & Brooklyn,"0",
"156","156",A18,IND,8th Av - Fulton St,103 St,M,B C,Subway,40.796092000000002,-73.961454000000003,Uptown & The Bronx,Downtown & Brooklyn,"0",
"157","157",A19,IND,8th Av - Fulton St,96 St,M,B C,Subway,40.791642000000003,-73.964696000000004,Uptown & The Bronx,Downtown & Brooklyn,"0",
"158","158",A20,IND,8th Av - Fulton St,86 St,M,B C,Subway,40.785868000000001,-73.968915999999993,Uptown & The Bronx,Downtown & Brooklyn,"0",
"159","159",A21,IND,8th Av - Fulton St,81 St-Museum of Natural History,M,B C,Subway,40.781433000000000,-73.972143000000003,Uptown & The Bronx,Downtown & Brooklyn,"0",
"160","160",A22,IND,8th Av - Fulton St,72 St,M,B C,Subway,40.775593999999998,-73.976410000000001,Uptown & The Bronx,Downtown & Brooklyn,"0",
"161","614",A24,IND,8th Av - Fulton St,59 St-Columbus Circle,M,A B C D,Subway,40.768295999999999,-73.981735999999998,Uptown & The Bronx,Downtown & Brooklyn,"1",
"162","162",A25,IND,8th Av - Fulton St,50 St,M,C E,Subway,40.762456000000000,-73.985984000000002,Uptown - Queens,Downtown & Brooklyn,"2",Downtown only
"163","611",A27,IND,8th Av - Fulton St,42 St-Port Authority Bus Terminal,M,A C E,Subway,40.757308000000002,-73.989734999999996,Uptown - Queens,Downtown & Brooklyn,"1",
"164","164",A28,IND,8th Av - Fulton St,34 St-Penn Station,M,A C E,Subway,40.752287000000003,-73.993391000000003,Uptown - Queens,Downtown & Brooklyn,"1",
"165","165",A30,IND,8th Av - Fulton St,23 St,M,C E,Subway,40.745905999999998,-73.998041000000001,Uptown - Queens,Downtown & Brooklyn,"0",
"166","618",A31,IND,8th Av - Fulton St,14 St,M,A C E,Subway,40.740893000000000,-74.001689999999996,Uptown - Queens,Downtown & Brooklyn,"1",
"167","167",A32,IND,8th Av - Fulton St,W 4 St-Wash Sq,M,A C E,Subway,40.732337999999999,-74.000495000000001,Uptown - Queens,Downtown & Brooklyn,"1",
"167","167",D20,IND,6th Av - Culver,W 4 St-Wash Sq,M,B D F M,Subway,40.732337999999999,-74.000495000000001,Uptown - Queens,Downtown & Brooklyn,"1",
"168","168",A33,IND,8th Av - Fulton St,Spring St,M,C E,Subway,40.726227000000002,-74.003738999999996,Uptown - Queens,Downtown & Brooklyn,"0",
"169","169",A34,IND,8th Av - Fulton St,Canal St,M,A C E,Subway,40.720824000000000,-74.005229000000000,Uptown - Queens,Downtown & Brooklyn,"0",
"170","624",A36,IND,8th Av - Fulton St,Chambers St,M,A C,Subway,40.714111000000003,-74.008584999999997,Uptown,Downtown & Brooklyn,"0",
"171","624",E01,IND,8th Av - Fulton St,World Trade Center,M,E,Subway,40.712581999999998,-74.009781000000004,Uptown & Queens,,"1",
"172","628",A38,IND,8th Av - Fulton St,Fulton St,M,A C,Subway,40.710197000000001,-74.007690999999994,Uptown,Brooklyn,"1",
"173","173",A40,IND,8th Av - Fulton St,High St,Bk,A C,Subway,40.699337000000000,-73.990531000000004,Manhattan,Euclid - Lefferts - Rockaways,"0",
"174","636",A41,IND,8th Av - Fulton St,Jay St-MetroTech,Bk,A C F,Subway,40.692337999999999,-73.987341999999998,Manhattan,Euclid - Lefferts - Rockaways - Coney Island,"1",
"175","175",A42,IND,8th Av - Fulton St,Hoyt-Schermerhorn Sts,Bk,A C G,Subway,40.688484000000003,-73.985000999999997,Manhattan - Church Av,Euclid Av & Queens - Court Sq,"0",
"176","176",A43,IND,8th Av - Fulton St,Lafayette Av,Bk,C,Subway,40.686112999999999,-73.973945999999998,Manhattan,Euclid Av,"0",
"177","177",A44,IND,8th Av - Fulton St,Clinton-Washington Avs,Bk,C,Subway,40.683262999999997,-73.965838000000005,Manhattan,Euclid Av,"0",
"178","627",A45,IND,8th Av - Fulton St,Franklin Av,Bk,C,Subway,40.681379999999997,-73.956847999999994,Manhattan,Euclid Av,"1",
"179","179",A46,IND,8th Av - Fulton St,Nostrand Av,Bk,A C,Subway,40.680438000000002,-73.950425999999993,Manhattan,Euclid - Lefferts - Rockaways,"0",
"180","180",A47,IND,8th Av - Fulton St,Kingston-Throop Avs,Bk,C,Subway,40.679921000000000,-73.940858000000006,Manhattan,Euclid Av,"0",
"181","181",A48,IND,8th Av - Fulton St,Utica Av,Bk,A C,Subway,40.679364000000000,-73.930728999999999,Manhattan,Euclid - Lefferts - Rockaways,"1",
"182","182",A49,IND,8th Av - Fulton St,Ralph Av,Bk,C,Subway,40.678821999999997,-73.920786000000007,Manhattan,Euclid Av,"0",
"183","183",A50,IND,8th Av - Fulton St,Rockaway Av,Bk,C,Subway,40.678339999999999,-73.911946000000000,Manhattan,Euclid Av,"0",
"184","621",A51,IND,8th Av - Fulton St,Broadway Junction,Bk,A C,Subway,40.678334000000000,-73.905315999999999,Manhattan,Euclid - Lefferts - Rockaways,"0",
"185","185",A52,IND,8th Av - Fulton St,Liberty Av,Bk,C,Subway,40.674542000000002,-73.896547999999996,Manhattan,Euclid Av,"0",
"186","186",A53,IND,8th Av - Fulton St,Van Siclen Av,Bk,C,Subway,40.672710000000002,-73.890358000000006,Manhattan,Euclid Av,"0",
"187","187",A54,IND,8th Av - Fulton St,Shepherd Av,Bk,C,Subway,40.674129999999998,-73.880750000000006,Manhattan,Euclid Av,"0",
"188","188",A55,IND,8th Av - Fulton St,Euclid Av,Bk,A C,Subway,40.675376999999997,-73.872106000000002,Manhattan,Lefferts - Rockaways,"1",
"189","189",A57,IND,Liberty Av,Grant Av,Bk,A,Subway,40.677044000000002,-73.865049999999997,Manhattan,Lefferts - Rockaways,"0",
"190","190",A59,IND,Liberty Av,80 St,Q,A,Elevated,40.679371000000003,-73.858992000000001,Manhattan,Lefferts - Rockaways,"0",
"191","191",A60,IND,Liberty Av,88 St,Q,A,Elevated,40.679842999999998,-73.851470000000006,Manhattan,Lefferts - Rockaways,"0",
"192","192",A61,IND,Liberty Av,Rockaway Blvd,Q,A,Elevated,40.680428999999997,-73.843852999999996,Manhattan,Lefferts - Rockaways,"0",
"193","193",A63,IND,Liberty Av,104 St,Q,A,Elevated,40.681711000000000,-73.837682999999998,Manhattan,Lefferts Blvd,"0",
"194","194",A64,IND,Liberty Av,111 St,Q,A,Elevated,40.684331000000000,-73.832162999999994,Manhattan,Lefferts Blvd,"0",
"195","195",A65,IND,Liberty Av,Ozone Park-Lefferts Blvd,Q,A,Elevated,40.685951000000003,-73.825798000000006,Manhattan,,"1",
"196","196",H01,IND,Rockaway,Aqueduct Racetrack,Q,A,At Grade,40.672097000000001,-73.835919000000004,Manhattan,Rockaways,"1",
"197","197",H02,IND,Rockaway,Aqueduct-N Conduit Av,Q,A,At Grade,40.668233999999998,-73.834057999999999,Manhattan,Rockaways,"0",
"198","198",H03,IND,Rockaway,Howard Beach-JFK Airport,Q,A,At Grade,40.660476000000003,-73.830301000000006,Manhattan,Rockaways,"1",
"199","199",H04,IND,Rockaway,Broad Channel,Q,A S,At Grade,40.608381999999999,-73.815924999999993,Manhattan,Rockaways,"0",
"200","200",H12,IND,Rockaway,Beach 90 St,Q,A S,Viaduct,40.588034000000000,-73.813641000000004,Manhattan,Rockaway Park,"0",
"201","201",H13,IND,Rockaway,Beach 98 St,Q,A S,Viaduct,40.585307000000000,-73.820558000000005,Manhattan,Rockaway Park,"0",
"202","202",H14,IND,Rockaway,Beach 105 St,Q,A S,Viaduct,40.583208999999997,-73.827558999999994,Manhattan,Rockaway Park,"0",
"203","203",H15,IND,Rockaway,Rockaway Park-Beach 116 St,Q,A S,At Grade,40.580902999999999,-73.835592000000005,Manhattan,,"1",
"204","204",H06,IND,Rockaway,Beach 67 St,Q,A,Viaduct,40.590927000000001,-73.796924000000004,Manhattan,Far Rockaway,"0",
"205","205",H07,IND,Rockaway,Beach 60 St,Q,A,Viaduct,40.592374000000000,-73.788522000000000,Manhattan,Far Rockaway,"0",
"206","206",H08,IND,Rockaway,Beach 44 St,Q,A,Viaduct,40.592942999999998,-73.776013000000006,Manhattan,Far Rockaway,"0",
"207","207",H09,IND,Rockaway,Beach 36 St,Q,A,Viaduct,40.595398000000003,-73.768174999999999,Manhattan,Far Rockaway,"0",
"208","208",H10,IND,Rockaway,Beach 25 St,Q,A,Viaduct,40.600065999999998,-73.761353000000000,Manhattan,Far Rockaway,"0",
"209","209",H11,IND,Rockaway,Far Rockaway-Mott Av,Q,A,Viaduct,40.603994999999998,-73.755404999999996,Manhattan,,"1",
"210","210",D01,IND,Concourse,Norwood-205 St,Bx,D,Subway,40.874811000000001,-73.878855000000001,,Manhattan,"0",
"211","211",D03,IND,Concourse,Bedford Park Blvd,Bx,B D,Subway,40.873244000000000,-73.887137999999993,Norwood - 205 St,Manhattan,"1",
"212","212",D04,IND,Concourse,Kingsbridge Rd,Bx,B D,Subway,40.866978000000003,-73.893508999999995,Bedford Pk Blvd & 205 St,Manhattan,"1",
"213","213",D05,IND,Concourse,Fordham Rd,Bx,B D,Subway,40.861296000000003,-73.897749000000005,Bedford Pk Blvd & 205 St,Manhattan,"0",
"214","214",D06,IND,Concourse,182-183 Sts,Bx,B D,Subway,40.856093000000001,-73.900740999999996,Bedford Pk Blvd & 205 St,Manhattan,"0",
"215","215",D07,IND,Concourse,Tremont Av,Bx,B D,Subway,40.850409999999997,-73.905226999999996,Bedford Pk Blvd & 205 St,Manhattan,"0",
"216","216",D08,IND,Concourse,174-175 Sts,Bx,B D,Subway,40.845900000000000,-73.910135999999994,Bedford Pk Blvd & 205 St,Manhattan,"0",
"217","217",D09,IND,Concourse,170 St,Bx,B D,Subway,40.839306000000001,-73.913399999999996,Bedford Pk Blvd & 205 St,Manhattan,"0",
"218","218",D10,IND,Concourse,167 St,Bx,B D,Subway,40.833770999999999,-73.918440000000004,Bedford Pk Blvd & 205 St,Manhattan,"0",
"219","604",D11,IND,Concourse,161 St-Yankee Stadium,Bx,B D,Subway,40.827905000000001,-73.925651000000002,Bedford Pk Blvd & 205 St,Manhattan,"1",
"220","220",D12,IND,Concourse,155 St,M,B D,Subway,40.830134999999999,-73.938209000000001,The Bronx,Downtown & Brooklyn,"0",
"221","221",B04,IND,63rd St,21 St-Queensbridge,Q,F,Subway,40.754202999999997,-73.942836000000000,Jamaica,Manhattan,"1",
"222","222",B06,IND,63rd St,Roosevelt Island,M,F,Subway,40.759144999999997,-73.953260000000000,Queens,Manhattan,"1",
"223","223",B08,IND,63rd St,Lexington Av/63 St,M,F Q,Subway,40.764628999999999,-73.966113000000007,Uptown - Queens,Downtown & Brooklyn,"1",
"224","224",B10,IND,6th Av - Culver,57 St,M,F,Subway,40.763972000000003,-73.977450000000005,Uptown & Queens,Downtown & Brooklyn,"0",
"225","225",D15,IND,6th Av - Culver,47-50 Sts-Rockefeller Ctr,M,B D F M,Subway,40.758662999999999,-73.981329000000002,Uptown & The Bronx - Queens,Downtown & Brooklyn,"1",
"226","609",D16,IND,6th Av - Culver,42 St-Bryant Pk,M,B D F M,Subway,40.754221999999999,-73.984568999999993,Uptown & The Bronx - Queens,Downtown & Brooklyn,"0",
"227","607",D17,IND,6th Av - Culver,34 St-Herald Sq,M,B D F M,Subway,40.749718999999999,-73.987823000000006,Uptown & The Bronx - Queens,Downtown & Brooklyn,"1",
"228","228",D18,IND,6th Av - Culver,23 St,M,F M,Subway,40.742877999999997,-73.992821000000006,Uptown & Queens,Downtown & Brooklyn,"0",
"229","601",D19,IND,6th Av - Culver,14 St,M,F M,Subway,40.738227999999999,-73.996208999999993,Uptown & Queens,Downtown & Brooklyn,"0",
"230","619",D21,IND,6th Av - Culver,Broadway-Lafayette St,M,B D F M,Subway,40.725296999999998,-73.996204000000006,Uptown & The Bronx - Queens,Downtown & Brooklyn,"1",
"231","231",D22,IND,6th Av - Culver,Grand St,M,B D,Subway,40.718266999999997,-73.993752999999998,Uptown & The Bronx,Brooklyn,"0",
"232","232",F14,IND,6th Av - Culver,2 Av,M,F,Subway,40.723402000000000,-73.989937999999995,Uptown & Queens,Downtown & Brooklyn,"0",
"233","625",F15,IND,6th Av - Culver,Delancey St-Essex St,M,F,Subway,40.718611000000003,-73.988113999999996,Uptown & Queens,Downtown & Brooklyn,"0",
"234","234",F16,IND,6th Av - Culver,East Broadway,M,F,Subway,40.713715000000001,-73.990172999999999,Uptown & Queens,Brooklyn,"0",
